geoid10,dscore_2013,ascore_2013,pscore_2013,total_score,pop,dist,acre_pp,park_pp
371830506003002,1,4,1,6,44,0.194968,0.005143,0.001659
371830518002026,1,4,4,9,41,0.119318,0.006237,0.000524
371830540141088,3,5,5,13,96,1.828428,0,0
371830525031014,2,5,5,12,179,1.410859,0,0
371830535211001,4,5,5,14,3,2.969243,0,0
371830530081003,3,5,5,13,166,1.831169,0,0
371830501001098,1,4,1,6,6,0.091167,0.007915,0.001926
371830541062034,2,4,4,10,42,0.843306,0.006846,0.000189
371830521011002,2,4,4,10,253,0.6938,0.009606,0.000363
371830542071039,3,5,5,13,241,2.14377,0,0
371830520011013,2,4,4,10,62,1.013705,0.006846,0.000189
371830511013000,1,4,4,9,279,0.485908,0.002044,0.000235
371830537093039,4,5,5,14,32,3.321005,0,0
371830538082003,3,5,5,13,210,1.606349,0,0
371830537192003,5,5,5,15,256,4.352221,0,0
371830510001007,1,3,3,7,117,0.373204,0.021718,0.000727
371830537261012,2,4,4,10,683,0.763091,0.002435,0.000119
371830519003001,2,4,4,10,106,0.71327,0.005013,0.000387
371830540123005,2,4,4,10,15,0.905898,0.007237,0.000104
371830530082003,2,4,4,10,1,0.92695,0.00545,0.000141
371830528064000,3,5,5,13,137,1.716166,0,0
371830525051007,2,4,4,10,7,0.749911,0.007136,0.00048
371830541131021,5,5,5,15,83,4.518988,0,0
371830537152010,2,5,4,11,94,0.988974,0.001169,0.000134
371830537072012,1,3,4,8,1,0.427538,0.015425,0.000472
371830523011001,1,1,4,6,462,0.411565,0.034432,0.000176
371830521021028,1,4,4,9,129,0.332311,0.004318,0.000372
371830537241031,2,4,4,10,36,1.002035,0.0085,0.000147
371830541053009,4,5,5,14,36,2.551182,0,0
371830506001004,1,4,2,7,127,0.294345,0.007294,0.000994
371830512003022,1,4,3,8,34,0.052541,0.0067,0.000597
371830540151039,1,4,4,9,36,0.30706,0.003023,0.000139
371830541042030,2,1,4,7,35,1.167542,0.03317,0.0002
371830537163000,2,3,3,8,166,0.75905,0.018119,0.000669
371830542091079,4,5,5,14,64,3.126599,0,0
371830506003010,1,4,1,6,45,0.104269,0.006261,0.001819
371830540134001,3,5,5,13,44,1.883845,0,0
371830519001018,2,5,4,11,23,1.001872,0.000694,0.000175
371830524043004,1,1,4,6,56,0.432999,0.035608,0.000257
371830525051003,1,4,4,9,61,0.471713,0.004153,0.000334
371830540131017,2,1,4,7,67,1.201189,0.076914,0.000488
371830537143002,2,4,5,11,237,1.080758,0.004246,8.2e-05
371830504002002,1,4,2,7,74,0.100362,0.004189,0.001071
371830541054007,1,4,4,9,52,0.14,0.011337,0.000103
371830540123006,2,4,4,10,34,0.798247,0.007237,0.000104
371830511012017,2,4,4,10,68,0.704028,0.003827,0.000483
371830524011000,4,5,5,14,9,2.916217,0,0
371830519001006,2,4,4,10,26,1.267046,0.001452,0.000301
371830501001053,1,4,1,6,31,0.009577,0.005784,0.001968
371830516004005,2,4,4,10,100,0.765717,0.00255,0.000131
371830541042019,1,1,4,6,24,0.483682,0.03317,0.0002
371830540072000,3,5,5,13,68,1.701531,0,0
371830524062033,2,5,5,12,8,1.324215,0,0
371830525061012,2,5,5,12,124,1.384116,0,0
371830517003016,2,4,4,10,62,1.052699,0.008373,0.000528
371830524071006,2,4,4,10,78,1.118338,0.00209,0.000246
371830540141074,2,5,5,12,97,1.456664,0,0
371830523023007,2,4,4,10,50,0.948482,0.00545,0.000141
371830537241072,2,4,4,10,78,1.241829,0.0085,0.000147
371830540141023,2,4,4,10,203,1.246725,0.001332,0.00017
371830527051028,2,4,4,10,5,1.135791,0.002464,0.000129
371830530082001,2,4,4,10,9,1.283429,0.00545,0.000141
371830537241086,3,5,5,13,344,1.859143,0,0
371830511023003,1,3,4,8,15,0.076955,0.019789,0.000403
371830545001011,1,2,2,5,9,0.275276,0.021876,0.001001
371830537181007,5,5,5,15,70,3.463785,0,0
371830524011046,4,5,5,14,73,2.710184,0,0
371830541042027,1,1,4,6,193,0,0.03317,0.0002
371830537181003,5,5,5,15,58,3.715436,0,0
371830540171021,2,5,5,12,49,1.316186,0,0
371830524093003,1,5,4,10,126,0.136222,0.001195,0.000132
371830524081011,1,4,4,9,159,0.245802,0.002044,0.000235
371830525052004,2,5,5,12,52,1.471962,0,0
371830528033018,3,5,5,13,16,1.636605,0,0
371830528064026,2,4,4,10,109,0.952891,0.010303,0.000189
371830540061001,3,5,5,13,169,1.565193,0,0
371830507003012,1,4,3,8,16,0.175905,0.003462,0.000841
371830527073029,2,5,5,12,8,1.379814,0,0
371830519001011,2,4,4,10,23,0.72968,0.001473,0.000378
371830541041037,2,5,5,12,51,1.481121,0,0
371830523013003,2,5,5,12,45,1.33834,0,0
371830540151023,2,5,5,12,208,1.484791,0,0
371830540181005,2,4,4,10,16,0.640227,0.007237,0.000104
371830526011001,2,3,4,9,88,1.087641,0.015147,0.000204
371830540042004,2,4,4,10,102,0.67423,0.009896,0.000173
371830512003001,1,4,3,8,59,0.050961,0.007738,0.000603
371830537232001,2,5,4,11,5,0.738457,0,0.00013
371830541041041,2,1,4,7,97,0.759197,0.03317,0.0002
371830524011007,3,5,5,13,2,1.811044,0,0
371830541102013,5,5,5,15,224,3.458687,0,0
371830540141062,2,4,4,10,131,0.950359,0.001332,0.00017
371830541052019,2,4,4,10,53,1.212995,0.011337,0.000103
371830545001017,1,3,3,7,47,0.051548,0.021632,0.000878
371830540134021,2,5,5,12,56,1.520403,0,0
371830537191007,5,5,5,15,59,3.904666,0,0
371830537222009,2,5,5,12,48,1.315934,0,0
371830518002009,1,4,4,9,78,0.141135,0.004919,0.000462
371830507001012,1,2,1,4,3,0.053101,0.026698,0.001884
371830525031006,3,5,5,13,6,1.994687,0,0
371830537073007,1,3,3,7,25,0.520199,0.01546,0.0006
371830540041001,2,4,4,10,46,0.654572,0.009896,0.000173
371830514005017,1,4,3,8,129,0.103071,0.00815,0.000695
371830516004014,1,4,3,8,69,0.190969,0.005007,0.000651
371830527043016,1,4,4,9,110,0.356106,0.004763,0.000215
371830540141054,3,5,5,13,8,1.720959,0,0
371830542091049,5,5,5,15,145,3.717647,0,0
371830516001007,2,4,3,9,24,0.835644,0.007682,0.000797
371830540071004,2,5,5,12,109,1.507211,0,0
371830541101013,4,5,5,14,10,3.010079,0,0
371830527052007,1,4,4,9,5,0.317551,0.004763,0.000215
371830541055012,2,4,4,10,6,1.190401,0.011337,0.000103
371830506001009,1,4,3,8,18,0.110596,0.006526,0.000871
371830540171051,2,5,5,12,10,1.391073,0,0
371830523021009,2,5,5,12,713,0.723472,1.9e-05,5.2e-05
371830525033004,3,5,5,13,16,1.720244,0,0
371830527073038,3,5,5,13,33,1.638066,0,0
371830528072081,2,4,4,10,35,1.002899,0.010303,0.000189
371830528072027,2,4,4,10,63,0.956307,0.010303,0.000189
371830537221007,2,5,5,12,106,1.30156,0,0
371830541052016,2,5,5,12,823,1.498652,0,0
371830528064056,3,5,5,13,26,1.987127,0,0
371830537072004,2,5,4,11,137,0.723658,0.001204,0.000392
371830541102050,5,5,5,15,185,3.78822,0,0
371830527051013,1,4,4,9,18,0.289238,0.002464,0.000129
371830503002003,1,4,3,8,106,0.279942,0.007506,0.000926
371830524063016,3,5,5,13,19,2.130188,0,0
371830512002007,1,4,3,8,109,0.017608,0.007227,0.000708
371830537113000,1,3,4,8,43,0.372907,0.012746,0.000229
371830541042021,1,1,4,6,43,0.381083,0.03317,0.0002
371830540141070,2,4,4,10,6,1.200963,0.001332,0.00017
371830526031003,1,4,4,9,52,0.559712,0.004153,0.000334
371830541102000,4,5,5,14,1154,3.319907,0,0
371830515012017,2,4,3,9,51,0.807728,0.00533,0.000602
371830517003009,2,4,4,10,54,0.913049,0.008373,0.000528
371830507002004,1,4,1,6,42,0.168243,0.004862,0.001556
371830527051021,2,4,4,10,78,0.952142,0.004763,0.000215
371830541061009,3,5,5,13,89,2.050574,0,0
371830523012002,1,1,4,6,60,0.203373,0.035608,0.000257
370630019002098,5,5,5,15,112,4.015112,0,0
371830537112006,2,3,4,9,66,0.815249,0.012746,0.000229
371830514002007,1,4,3,8,88,0.272259,0.007681,0.000735
371830527051018,2,4,4,10,88,0.794123,0.002464,0.000129
371830541052001,2,5,5,12,2,1.392199,0,0
371830510001016,1,3,3,7,13,0.587706,0.021729,0.00094
371830540013007,1,4,4,9,44,0.322852,0.005553,0.000163
371830518001021,1,4,4,9,30,0.311582,0.004919,0.000462
371830524011060,2,5,5,12,2,1.368341,0,0
371830527011014,1,4,4,9,71,0.346101,0.002575,0.000102
371830530081046,2,5,5,12,84,1.393917,0,0
371830527063007,3,5,5,13,13,1.752568,0,0
371830541041036,2,5,5,12,153,1.35404,0,0
371830526021021,2,4,4,10,36,0.722655,0.005234,0.000171
371830518002001,1,4,4,9,65,0.18002,0.004919,0.000462
371830504001020,1,4,3,8,378,0.148656,0.001968,0.000659
371830545002032,1,4,1,6,8,0.444678,0.009058,0.002393
371830528064002,3,5,5,13,46,2.137194,0,0
371830541051000,3,5,5,13,105,2.086984,0,0
371830540151041,1,4,4,9,3,0.496191,0.003023,0.000139
371830545003023,2,5,5,12,163,1.415013,0,0
371830523021010,2,5,5,12,47,1.02756,1.9e-05,5.2e-05
371830525033025,2,4,5,11,95,0.799038,0.004523,9.4e-05
371830527062001,3,5,5,13,36,1.727244,0,0
371830528071007,2,4,4,10,11,1.062587,0.010303,0.000189
371830506001005,1,4,3,8,103,0.12726,0.006516,0.000791
371830540161013,2,1,4,7,32,1.050105,0.059635,0.000247
371830525043014,1,4,4,9,2,0.197265,0.007505,0.00024
371830517001008,1,4,4,9,45,0.18915,0.004919,0.000462
371830537092015,2,5,5,12,33,1.424638,0,0
371830512003015,1,4,3,8,14,0.156887,0.007111,0.000624
371830515012029,1,5,5,11,43,0.524225,0.001038,7e-05
371830510002020,1,2,2,5,35,0.251193,0.024164,0.001052
371830541054004,1,4,4,9,683,0.604369,0.011337,0.000103
371830527011005,1,4,4,9,20,0.311437,0.002575,0.000102
371830523022008,1,3,4,8,30,0.322343,0.021712,0.000194
371830541102038,5,5,5,15,47,3.911418,0,0
371830523013008,3,5,5,13,34,1.558949,0,0
371830528072078,2,4,4,10,75,0.784307,0.010303,0.000189
371830537191013,5,5,5,15,82,3.96111,0,0
371830525043038,2,4,4,10,21,0.72747,0.007505,0.00024
371830545001042,1,3,3,7,12,0.298037,0.019889,0.000608
371830541053025,4,5,5,14,108,2.560685,0,0
371830540161008,2,1,4,7,48,0.67833,0.059635,0.000247
371830525061009,2,5,5,12,51,1.397464,0,0
371830540141013,2,5,5,12,10,1.379183,0,0
371830537241016,3,5,5,13,169,1.950011,0,0
371830537091008,4,5,5,14,313,2.802827,0,0
371830541044013,2,4,4,10,335,1.218889,0.011337,0.000103
371830541053022,4,5,5,14,100,2.667994,0,0
371830537092023,2,4,4,10,118,1.229413,0.002435,0.000119
371830537232013,1,5,4,10,26,0.218676,0.001204,0.000392
371830537252025,3,5,5,13,38,1.804829,0,0
371830540132044,3,5,5,13,52,1.56179,0,0
371830537093036,4,5,5,14,21,2.565349,0,0
371830525072009,2,5,5,12,78,1.436629,0,0
371830540012012,2,4,4,10,86,0.977885,0.005234,0.000171
371830527073006,2,4,4,10,30,1.114791,0.011337,0.000103
371830541051046,3,5,5,13,1,1.862719,0,0
371830528064061,2,4,4,10,99,0.941216,0.010303,0.000189
371830501001094,1,2,1,4,2,0.056044,0.023533,0.001941
371830536101069,1,4,4,9,37,0.436532,0.001964,0.000197
371830528062052,3,5,5,13,541,2.033867,0,0
371830509001011,1,2,2,5,62,0.233611,0.025035,0.001346
371830528072083,1,4,4,9,55,0.539344,0.010303,0.000189
371830525031019,2,4,5,11,13,1.241501,0.004523,9.4e-05
371830516001004,2,4,4,10,30,1.18134,0.00255,0.000131
371830521021006,2,4,4,10,158,0.93586,0.006846,0.000189
371830525072013,3,5,5,13,502,1.711939,0,0
371830537252024,3,5,5,13,70,1.786344,0,0
371830541043026,3,5,5,13,147,1.755395,0,0
371830537232007,2,5,4,11,2,1.104849,3.5e-05,0.000258
371830545003033,2,5,5,12,4,1.471462,0,0
371830537163004,1,3,4,8,99,0.465839,0.016638,0.00024
371830537251020,2,3,4,9,2,1.063329,0.012746,0.000229
371830540042002,2,4,4,10,148,0.716376,0.007237,0.000104
371830525032019,1,4,5,10,81,0.617634,0.004523,9.4e-05
371830520021006,1,4,4,9,155,0.207424,0.006846,0.000189
371830521021011,2,5,4,11,110,1.021933,0.000247,0.000338
371830527012008,2,5,5,12,6,1.369272,0,0
371830527061011,2,5,5,12,35,1.302666,0,0
371830527073024,2,5,5,12,486,1.377783,0,0
371830505002005,1,4,3,8,6,0.621603,0.005523,0.000687
371830509001015,1,2,1,4,1,0.264131,0.026667,0.001713
371830540081002,1,4,4,9,8,0.416522,0.003023,0.000139
371830540013001,2,4,5,11,395,1.064885,0.002659,6.9e-05
371830525042008,2,4,4,10,93,0.977354,0.007505,0.00024
371830540163015,2,5,5,12,63,1.366,0,0
371830514002005,1,4,3,8,66,0.167509,0.006832,0.000633
371830541054011,2,4,4,10,419,0.803668,0.011337,0.000103
371830537092017,2,5,5,12,87,1.486429,0,0
371830541041033,2,1,4,7,5,1.142709,0.03317,0.0002
371830514003015,2,4,3,9,61,0.728192,0.00453,0.000606
371830540141053,3,5,5,13,14,1.699101,0,0
370630019002099,5,5,5,15,60,3.897438,0,0
371830508002014,1,3,2,6,1,0.243151,0.013599,0.001036
371830536102033,1,4,4,9,31,0.291019,0.001964,0.000197
371830507003017,1,4,2,7,20,0.214276,0.004147,0.001057
371830541054017,1,4,4,9,16,0.44702,0.011337,0.000103
371830537171026,4,5,5,14,104,3.233992,0,0
371830517002000,2,4,4,10,212,0.976009,0.005353,0.000502
371830527061021,3,5,5,13,9,1.617787,0,0
371830528063012,3,5,5,13,109,1.920602,0,0
371830542071097,3,5,5,13,17,2.087053,0,0
371830524011054,3,5,5,13,5,1.734148,0,0
371830537071000,2,5,4,11,179,0.818918,0.001169,0.000264
371830537241068,3,5,5,13,42,1.664113,0,0
371830540134040,3,5,5,13,52,1.836442,0,0
371830524062004,3,5,5,13,2,1.71159,0,0
371830510002011,1,2,2,5,30,0.254347,0.026086,0.001177
371830523013005,2,1,5,8,97,1.076004,0.033889,7.2e-05
371830527052004,1,4,4,9,111,0.308691,0.004763,0.000215
371830508002010,1,3,2,6,162,0.30633,0.013367,0.001031
371830515011029,2,4,4,10,20,0.879686,0.004112,0.000423
371830510002031,1,2,2,5,81,0.179413,0.025035,0.001346
371830507001017,1,4,1,6,12,0.15628,0.007747,0.001657
371830537111001,3,5,5,13,6,1.58405,0,0
371830540132014,2,5,5,12,72,1.307212,0,0
371830518001034,1,4,4,9,46,0.331193,0.004864,0.000518
371830541051008,3,5,5,13,18,2.130498,0,0
371830527012036,2,5,5,12,36,1.46118,0,0
371830540122002,2,4,4,10,62,0.970574,0.007237,0.000104
371830515012005,2,4,3,9,27,0.842137,0.00533,0.000602
371830537251025,2,4,4,10,72,0.939499,0.006681,0.0002
371830525043041,2,4,4,10,19,0.681989,0.007505,0.00024
371830540141019,2,5,5,12,86,1.34828,0,0
371830541102039,5,5,5,15,149,4.129675,0,0
371830541043009,3,5,5,13,31,1.602399,0,0
371830505003019,1,4,4,9,231,0.400844,0.00498,0.000435
371830537111034,1,4,5,10,35,0.622042,0.004246,8.2e-05
371830545004017,2,4,4,10,2,1.2045,0.00545,0.000141
371830527012037,2,5,5,12,43,1.369507,0,0
371830541061001,2,3,4,9,185,1.082589,0.016556,0.000185
371830541061015,3,5,5,13,3,2.219412,0,0
371830525033018,2,4,5,11,58,0.875028,0.004523,9.4e-05
371830527013012,1,4,4,9,11,0.341273,0.004103,0.000228
371830503001028,1,4,2,7,1,0.224733,0.007342,0.00126
371830537111006,3,5,5,13,15,1.949262,0,0
371830540171012,3,5,5,13,1,1.56619,0,0
371830540081014,1,4,4,9,32,0.288833,0.003023,0.000139
371830536101074,2,5,5,12,44,1.485775,0,0
371830537093020,3,5,5,13,29,2.206044,0,0
371830541132039,3,5,5,13,27,2.419904,0,0
371830524011041,4,5,5,14,657,2.678646,0,0
371830540132015,2,4,4,10,28,1.231869,0.002632,0.000288
371830545003007,2,5,5,12,56,1.438625,0,0
371830526021019,2,4,4,10,66,0.78717,0.005234,0.000171
371830540012016,2,4,4,10,29,0.923479,0.005234,0.000171
371830521021002,2,4,4,10,433,0.77967,0.006846,0.000189
371830537091010,3,5,5,13,39,1.64176,0,0
371830504001035,1,4,2,7,46,0.004794,0.006296,0.000981
371830524071015,2,4,4,10,91,0.994842,0.002632,0.00035
371830542071028,4,5,5,14,15,2.621301,0,0
371830504002007,1,4,2,7,84,0.037618,0.006321,0.0011
371830541041038,2,5,5,12,52,1.348024,0,0
371830527061026,2,4,4,10,79,0.873775,0.002464,0.000129
371830537232015,2,5,4,11,284,1.048499,3.5e-05,0.000128
371830537071002,2,5,4,11,79,0.762397,0.001169,0.000264
371830527011001,2,4,4,10,83,0.703039,0.005234,0.000171
371830507003033,1,4,2,7,27,0.31326,0.008484,0.001375
371830523013007,2,5,5,12,25,1.449205,0,0
371830521013005,1,4,4,9,824,0.007384,0.009606,0.000363
371830537121012,1,4,5,10,5,0.054276,0.004246,8.2e-05
371830503002018,1,2,2,5,2,0.374891,0.022194,0.001137
371830507003038,1,4,2,7,25,0.172046,0.008234,0.001196
371830523013012,2,1,5,8,12,1.046337,0.033889,7.2e-05
371830537251004,1,3,4,8,2,0.430664,0.012746,0.000229
371830541063002,2,5,5,12,81,1.428086,0,0
371830521013000,2,4,4,10,230,0.842593,0.010476,0.000232
371830540141025,1,4,4,9,24,0.591349,0.001332,0.00017
371830514005021,1,4,3,8,40,0.148374,0.00815,0.000695
371830505003011,1,4,4,9,24,0.283319,0.004903,0.000271
371830528064030,3,5,5,13,159,1.604477,0,0
371830523011008,1,1,5,7,156,0.410569,0.033889,7.2e-05
371830524011067,4,5,5,14,2,2.501077,0,0
371830537251024,2,5,5,12,43,1.448572,0,0
371830524071007,2,4,4,10,39,0.844938,0.001783,0.000248
371830524093010,1,1,4,6,28,0.473464,0.035084,0.000204
371830540043013,2,4,4,10,40,1.13377,0.007237,0.000104
371830524011044,3,5,5,13,18,2.209389,0,0
370630019002067,5,5,5,15,59,4.598437,0,0
371830542091047,5,5,5,15,46,3.370932,0,0
371830537224004,1,5,4,10,160,0.393989,0.001169,0.000264
371830511012012,2,4,4,10,123,0.682076,0.002044,0.000235
371830545004008,2,5,5,12,81,1.445199,0,0
371830505002008,1,4,4,9,56,0.353352,0.00498,0.000435
371839802001019,5,5,5,15,27,6.20171,0,0
371830526031008,1,3,3,7,15,0.297269,0.013126,0.000955
371830517003027,1,4,4,9,25,0.412058,0.004311,0.000401
371830536101073,3,5,5,13,547,1.944594,0,0
371830537223008,1,4,4,9,75,0.477746,0.010065,0.000201
371830541063010,1,3,4,8,72,0.107414,0.016556,0.000185
371830520022012,1,4,3,8,62,0.300588,0.001467,0.000655
371830514004016,2,4,3,9,20,0.835691,0.007351,0.000597
371830527061020,3,5,5,13,60,1.550948,0,0
371830526021002,2,4,4,10,79,0.680835,0.005234,0.000171
371830540161010,2,1,4,7,24,0.751557,0.059635,0.000247
371830540131026,2,5,5,12,9,1.359625,0,0
371830525032016,2,4,5,11,16,0.714976,0.004523,9.4e-05
371830537241004,4,5,5,14,611,2.48001,0,0
371830527051029,2,5,5,12,47,1.334434,0,0
371830507003039,1,4,2,7,70,0.2583,0.00781,0.001139
371830540143018,2,4,4,10,62,0.822975,0.001332,0.00017
371830540141029,2,4,4,10,141,0.946372,0.001332,0.00017
371830503001030,1,4,2,7,18,0.184327,0.007849,0.001054
371830528062014,2,4,4,10,1,1.109515,0.006846,0.000189
371830501001035,1,2,2,5,3,0.431162,0.022541,0.00125
371830525031011,2,5,5,12,287,1.532236,0,0
371830540163010,3,5,5,13,28,1.614553,0,0
371830521012007,1,4,4,9,38,0.018109,0.010931,0.000513
371830536101063,2,4,4,10,69,0.677347,0.001964,0.000197
371830510001013,1,3,3,7,107,0.624386,0.021729,0.00094
371830537092014,3,5,5,13,41,1.714874,0,0
371830515021003,2,4,4,10,205,0.88764,0.003517,0.000443
371830506003025,1,4,1,6,10,0.103009,0.005033,0.001592
371830526012009,2,4,4,10,39,0.695445,0.008373,0.000528
371830525043006,2,4,5,11,1,1.240852,0.004523,9.4e-05
371830528062006,2,5,5,12,8,1.438422,0,0
371830506002009,1,4,1,6,18,0.107191,0.009085,0.001526
371830537191009,5,5,5,15,29,3.981947,0,0
371830537071003,2,5,4,11,66,0.897853,0,0.00013
371830530082006,2,5,5,12,237,1.480421,0,0
371830528061026,3,5,5,13,70,1.878464,0,0
371830521021019,1,4,4,9,454,0.09851,0.003839,0.000257
371830537181018,5,5,5,15,124,3.753849,0,0
371830514001007,1,4,4,9,81,0.282708,0.003789,0.000471
371830511013001,1,4,4,9,12,0.450652,0.002044,0.000235
371830501001047,1,4,1,6,25,0.137501,0.005781,0.001967
371830510002004,1,2,2,5,40,0.30939,0.026004,0.001115
371830523011009,1,1,5,7,62,0.529499,0.033889,7.2e-05
371830537191004,5,5,5,15,49,3.878666,0,0
371830524011051,4,5,5,14,79,2.640658,0,0
371830537181000,5,5,5,15,826,3.852252,0,0
371830524071014,2,4,4,10,271,1.079199,0.002632,0.00035
371830517001006,1,4,4,9,134,0.392542,0.004919,0.000462
371830537192001,5,5,5,15,165,4.390813,0,0
371830521013004,2,4,4,10,206,1.036134,0.010476,0.000232
371830542071101,3,5,5,13,169,1.653723,0,0
371830524041014,1,1,4,6,56,0.352905,0.036848,0.0004
371830514003006,2,4,3,9,60,0.697085,0.004638,0.000573
371830536101086,2,5,5,12,48,1.330978,0,0
371830536101068,2,4,4,10,30,0.633688,0.001964,0.000197
371830537113015,2,3,4,9,161,0.969366,0.012746,0.000229
371830541062039,1,3,4,8,34,0.623641,0.016556,0.000185
371830516002012,1,5,5,11,23,0.602771,0.001038,7e-05
371830524081005,2,4,4,10,26,0.831478,0.003827,0.000483
371830537072017,1,3,3,7,17,0.122218,0.015425,0.000602
371830527011003,2,4,4,10,89,0.77568,0.002575,0.000102
371830511022010,1,3,4,8,403,0.150699,0.019978,0.000385
371830540171009,3,5,5,13,73,1.681759,0,0
371830521021015,2,5,4,11,49,1.126794,0.000247,0.000338
371830520021007,1,4,4,9,43,0.378379,0.006846,0.000189
371830524011004,4,5,5,14,76,3.220846,0,0
371830505002014,1,4,3,8,30,0.494951,0.005561,0.000752
371830523011000,1,1,4,6,118,0.11453,0.034432,0.000176
371830540163020,2,5,5,12,118,1.342817,0,0
371830523022006,2,4,4,10,116,0.755061,0.00545,0.000141
371830540131018,2,1,4,7,17,1.161325,0.076914,0.000488
371830540084001,2,4,4,10,22,1.073403,0.003023,0.000139
371830537162001,1,3,4,8,43,0.572648,0.016915,0.000407
371830537071012,2,5,4,11,14,1.013885,0,0.00013
371830519002002,2,4,5,11,2,0.69114,0.003562,8.6e-05
371830517001019,1,4,4,9,12,0.119321,0.004919,0.000462
371830540141016,2,5,5,12,133,1.393701,0,0
371830536102015,1,4,4,9,147,0.630169,0.001964,0.000197
371830542071040,3,5,5,13,70,2.150279,0,0
371830518002028,1,4,4,9,39,0.18208,0.004688,0.000458
371830505001011,1,4,2,7,43,0.177745,0.005865,0.000968
371830523013024,2,1,5,8,34,0.959761,0.033889,7.2e-05
371830537071015,2,5,5,12,386,1.435033,0,0
371830538082004,3,5,5,13,58,2.21291,0,0
371830520021001,1,4,4,9,127,0.545941,0.006846,0.000189
371830537232011,1,5,4,10,36,0.556561,0,0.00013
371830512003006,1,4,3,8,56,0.16077,0.0067,0.000533
371830525043016,1,4,4,9,29,0.342027,0.007505,0.00024
371830528064038,3,5,5,13,74,2.071076,0,0
371830524081016,1,4,4,9,110,0.337532,0.002587,0.000339
371830519001016,2,5,4,11,20,0.928967,0.000694,0.000175
371830525061003,1,3,3,7,63,0.578535,0.013421,0.000543
371830524043002,1,1,4,6,170,0.530087,0.036848,0.0004
371830542091043,4,5,5,14,49,3.327137,0,0
371830537162012,1,3,4,8,24,0.487848,0.018318,0.000465
371830540081013,2,4,4,10,97,0.707565,0.003023,0.000139
371830526021017,2,4,4,10,32,0.900593,0.005234,0.000171
371830506003001,1,4,1,6,37,0.102545,0.010022,0.001807
371830545003015,2,5,5,12,41,1.491326,0,0
371830540162014,2,1,4,7,43,1.183736,0.059635,0.000247
371830518001018,1,4,4,9,72,0.408777,0.006237,0.000524
371830540131031,2,1,4,7,141,0.963349,0.076914,0.000488
371830512001007,1,4,3,8,59,0.273913,0.006861,0.000633
371830540142005,1,4,4,9,181,0.197167,0.001332,0.00017
371830537131000,1,4,5,10,59,0.243922,0.004246,8.2e-05
371830506003009,1,4,1,6,37,0.112696,0.00561,0.001793
371830527043022,1,4,5,10,25,0.630372,0.002298,8.6e-05
371830530081029,2,1,5,8,123,1.14294,0.033889,7.2e-05
370630019002078,5,5,5,15,124,4.794949,0,0
371830542071045,4,5,5,14,254,2.777975,0,0
371830538071008,1,4,4,9,436,0.187911,0.010065,0.000201
371830525033022,2,5,5,12,15,1.357272,0,0
371830540142009,2,4,4,10,19,0.68885,0.001332,0.00017
371830540061007,3,5,5,13,81,1.601188,0,0
371830518001014,1,4,4,9,135,0.384289,0.004919,0.000462
371830538084020,2,2,3,7,41,0.661793,0.025679,0.000856
371830537181009,5,5,5,15,238,3.96907,0,0
371830526022007,1,4,4,9,30,0.390381,0.002575,0.000102
371830537121013,1,4,5,10,2,0.414377,0.004246,8.2e-05
371830515012008,1,4,3,8,29,0.498902,0.009853,0.000696
371830506003016,1,4,1,6,74,0.111235,0.006185,0.001655
371830514003008,1,4,3,8,68,0.624848,0.004665,0.000633
371830540171013,2,5,5,12,2,1.471374,0,0
371830512003004,1,4,3,8,39,0.056169,0.007111,0.000624
371830501001015,1,4,2,7,47,0.555524,0.003652,0.00134
371830537261013,1,4,4,9,232,0.600017,0.002435,0.000119
371830504001026,1,4,3,8,73,0.260387,0.005529,0.000745
371830527052003,1,4,4,9,56,0.208639,0.004763,0.000215
371830520021010,1,4,4,9,42,0.617618,0.006846,0.000189
371830542091067,4,5,5,14,82,3.181735,0,0
371830537241062,2,4,4,10,27,1.045447,0.0085,0.000147
371830540041007,1,4,4,9,27,0.268313,0.007237,0.000104
371830524041009,1,1,4,6,76,0.351987,0.036848,0.0004
371830507003015,1,4,2,7,39,0.261083,0.008272,0.001262
371830506002020,1,4,2,7,30,0.231435,0.006791,0.00106
371830528062025,2,4,4,10,182,0.804524,0.006846,0.000189
371830540012013,2,4,5,11,36,1.170668,0.002659,6.9e-05
371830518001009,2,4,4,10,77,0.848649,0.004919,0.000462
371830520011003,3,5,5,13,1455,1.557309,0,0
371830507003016,1,4,2,7,25,0.066357,0.004172,0.001175
371830545002047,3,5,5,13,3,1.65764,0,0
371830537162013,1,3,4,8,12,0.609921,0.018318,0.000465
371830537112027,1,4,5,10,17,0.107457,0.004246,8.2e-05
371830512003020,1,2,3,6,47,0.250879,0.022962,0.00065
371830537171042,3,5,5,13,81,2.064883,0,0
371830537072018,1,5,4,10,407,0.236781,3.5e-05,0.000128
371830542071100,3,5,5,13,87,1.747584,0,0
371830541101001,4,5,5,14,52,2.784754,0,0
371830537113002,1,3,4,8,282,0.093469,0.012746,0.000229
371830524043009,1,1,4,6,9,0.356154,0.035608,0.000257
371830541062008,1,3,4,8,62,0.583406,0.016556,0.000185
371830540131044,1,1,4,6,91,0.610875,0.076914,0.000488
371830527052019,1,4,4,9,45,0.469431,0.002464,0.000129
371830514002009,1,4,3,8,86,0.096221,0.00815,0.000695
371830540141011,3,5,5,13,83,1.849479,0,0
